date,sym,side,entry,exit,qty,reason,entry_time,exit_time,rvol,gross,costs,net,R
2025-06-12,ASIANPAINT,S,2222.89,2222.01,1,eod,13:20,15:10,8.93,0.88,2.36,-1.48,-0.04
2025-06-12,ZYDUSLIFE,S,976.01,980.29,3,eod,09:30,15:10,6.29,-12.83,3.11,-15.94,-0.27
2025-06-13,ONGC,S,250.04,251.87,13,eod,09:45,15:10,7.43,-23.67,3.46,-27.13,-0.35
2025-06-20,NESTLEIND,S,1160.92,1178.89,2,stop,09:30,12:15,8.79,-35.94,2.48,-38.42,-1.11
2025-06-24,IOC,S,143.93,142.97,23,eod,09:30,15:10,4.89,22.0,3.5,18.5,0.59
2025-06-24,ADANIPORTS,S,1390.3,1390.59,2,eod,13:50,15:10,4.23,-0.58,2.95,-3.53,-0.06
2025-06-25,INDHOTEL,L,783.84,781.51,4,eod,09:30,15:10,4.07,-9.33,3.32,-12.65,-0.25
2025-06-26,JSWSTEEL,S,1026.54,1032.17,3,eod,09:30,15:10,4.96,-16.89,3.27,-20.16,-0.48
2025-06-27,TORNTPHARM,S,3292.55,3340.17,1,eod,09:40,15:10,12.3,-47.62,3.51,-51.13,-0.89
2025-07-01,AMBUJACEM,L,587.54,581.71,5,stop,09:30,09:35,6.91,-29.17,3.1,-32.27,-1.16
2025-07-08,ADANIPOWER,S,120.34,119.86,27,eod,09:30,15:10,4.61,12.96,3.44,9.52,0.13
2025-07-10,PFC,S,424.79,430.21,7,stop,09:30,13:00,5.87,-37.99,3.17,-41.16,-1.13
2025-07-11,INFY,L,1593.3,1593.0,2,eod,09:30,15:10,5.28,-0.59,3.38,-3.97,-0.07
2025-07-11,HINDUNILVR,L,2511.25,2518.94,1,eod,09:35,15:10,15.7,7.68,2.67,5.02,0.1
2025-07-11,TCS,S,3295.35,3263.63,1,eod,11:05,15:10,9.69,31.72,3.48,28.24,0.71
2025-07-14,JINDALSTEL,L,943.92,932.83,3,stop,10:15,11:35,4.63,-33.27,2.98,-36.25,-1.14
2025-07-15,SUNPHARMA,S,1696.35,1711.66,1,stop,09:30,11:20,7.52,-15.3,1.81,-17.11,-1.18
2025-07-16,HDFCLIFE,S,760.02,756.33,4,eod,10:40,15:10,6.9,14.77,3.22,11.55,0.17
2025-07-17,TECHM,S,1571.51,1564.68,2,eod,12:25,15:10,12.59,13.66,3.33,10.34,0.16
2025-07-18,AXISBANK,L,1111.46,1098.45,2,eod,09:30,15:10,19.2,-26.01,2.34,-28.35,-0.56
2025-07-18,WIPRO,S,266.12,267.33,12,eod,09:40,15:10,9.63,-14.6,3.39,-17.99,-0.26
2025-07-24,MOTHERSON,L,101.35,102.99,32,eod,09:30,15:10,4.01,52.41,3.47,48.94,0.68
2025-07-25,SBILIFE,L,1844.92,1831.08,1,eod,09:50,15:10,7.25,-13.84,1.95,-15.79,-0.46
2025-07-25,BAJFINANCE,L,914.46,913.04,3,eod,09:35,15:10,8.55,-4.24,2.91,-7.15,-0.14
2025-07-25,NESTLEIND,S,1134.43,1138.47,2,eod,14:15,15:10,5.05,-8.07,2.41,-10.48,-0.23
2025-08-01,ITC,L,415.21,416.04,8,eod,09:30,15:10,4.56,6.68,3.53,3.15,0.12
2025-08-01,COALINDIA,S,372.51,372.69,8,eod,11:40,15:10,6.37,-1.38,3.16,-4.54,-0.07
2025-08-04,TVSMOTOR,L,2931.06,2941.73,1,eod,09:30,15:10,4.66,10.66,3.12,7.55,0.16
2025-08-06,ADANIPORTS,L,1385.29,1358.42,2,stop,09:30,10:10,6.7,-53.74,2.9,-56.65,-1.08
2025-08-07,PIDILITIND,L,1540.22,1514.24,2,stop,09:40,13:25,6.79,-51.95,3.23,-55.19,-1.09
2025-08-07,KOTAKBANK,L,397.4,398.0,8,eod,10:55,15:10,4.21,4.82,3.37,1.44,0.04
2025-08-08,BHARTIARTL,S,1867.87,1858.03,1,eod,09:55,15:10,40.94,9.84,1.98,7.86,0.3
2025-08-08,NTPC,L,332.72,334.18,10,eod,11:00,15:10,5.36,14.67,3.54,11.13,0.36
2025-08-12,HYUNDAI,S,2177.01,2223.11,1,stop,09:35,09:45,7.13,-46.1,2.33,-48.43,-1.08
2025-08-13,TVSMOTOR,L,3009.0,3015.89,1,eod,10:10,15:10,7.45,6.89,3.2,3.69,0.08
2025-08-18,ADANIPORTS,L,1323.66,1325.14,2,eod,13:55,15:10,8.36,2.95,2.81,0.14,0.0
2025-08-19,VEDL,L,167.36,168.45,19,eod,09:35,15:10,6.47,20.56,3.39,17.17,0.34
2025-08-19,HINDZINC,S,426.54,428.91,7,eod,09:45,15:10,4.68,-16.64,3.17,-19.82,-0.4
2025-08-20,INDHOTEL,L,791.4,805.95,4,eod,09:45,15:10,5.07,58.21,3.39,54.81,0.86
2025-08-21,BAJAJFINSV,S,1977.01,1981.29,1,eod,11:30,15:10,5.43,-4.28,2.1,-6.38,-0.3
2025-08-22,VEDL,S,166.3,166.39,20,eod,09:30,15:10,8.23,-1.93,3.53,-5.45,-0.1
2025-08-22,WIPRO,S,249.08,248.89,13,eod,09:30,15:10,4.91,2.35,3.43,-1.08,-0.02
2025-08-28,SHRIRAMFIN,S,576.46,571.79,5,eod,09:30,15:10,9.46,23.38,3.05,20.33,0.35
2025-08-28,HINDUNILVR,S,2691.65,2655.73,1,eod,09:30,15:10,4.13,35.93,2.84,33.09,0.59
2025-09-01,CGPOWER,L,712.26,716.14,4,eod,09:30,15:10,7.66,15.54,3.03,12.51,0.36
2025-09-03,KOTAKBANK,L,390.5,392.2,8,eod,09:55,15:10,5.95,13.67,3.32,10.35,0.3
2025-09-04,ITC,S,417.39,416.01,7,eod,10:10,15:10,9.67,9.68,3.09,6.59,0.1
2025-09-04,VBL,L,499.25,489.76,6,stop,09:35,14:50,9.26,-56.97,3.14,-60.11,-1.08
2025-09-10,KOTAKBANK,S,394.1,395.15,8,eod,09:50,15:10,7.33,-8.36,3.35,-11.7,-0.4
2025-09-10,ADANIPOWER,S,129.34,126.81,25,eod,13:10,15:10,4.54,63.05,3.4,59.65,1.01
2025-09-11,GAIL,L,178.69,178.88,18,eod,09:35,15:10,4.94,3.44,3.41,0.03,0.0
2025-09-11,ADANIPORTS,L,1417.31,1400.3,2,stop,09:30,11:45,4.42,-34.02,2.98,-37.0,-1.13
2025-09-12,INFY,S,1528.04,1527.26,2,eod,09:40,15:10,4.89,1.54,3.24,-1.7,-0.06
2025-09-12,GAIL,L,183.79,179.73,18,stop,09:30,10:35,8.35,-73.11,3.46,-76.57,-1.07
2025-09-17,COALINDIA,S,398.0,400.05,8,eod,14:00,15:10,4.82,-16.39,3.38,-19.78,-0.56
2025-09-18,TECHM,S,1554.42,1551.98,2,eod,09:35,15:10,4.5,4.89,3.29,1.6,0.06
2025-09-18,BANKBARODA,L,249.52,248.78,13,eod,09:30,15:10,4.38,-9.74,3.43,-13.17,-0.29
2025-09-19,ADANIENT,L,2527.86,2514.74,1,eod,12:40,15:10,24.4,-13.12,2.67,-15.79,-0.26
2025-09-19,ADANIPORTS,S,1432.28,1451.63,2,stop,09:30,13:30,9.52,-38.68,3.05,-41.74,-1.12
2025-09-19,CHOLAFIN,L,1580.69,1589.01,2,eod,09:30,15:10,9.38,16.63,3.36,13.27,0.38
