sym,entry_date,exit_date,net
TVSMOTOR,2022-07-11,2022-07-18,157.24334582822303
NTPC,2022-07-11,2022-07-18,214.4840868608626
M&M,2022-07-11,2022-07-18,166.79005851609782
BEL,2022-07-11,2022-07-18,256.8456602521346
ADANIENT,2022-07-11,2022-07-18,226.07170876598957
SUNPHARMA,2022-07-11,2022-07-18,124.65677785793469
ITC,2022-07-11,2022-07-25,64.82963008105344
COALINDIA,2022-07-11,2022-07-25,185.17320046784062
BANKBARODA,2022-07-18,2022-07-25,470.53231287338986
ABB,2022-07-18,2022-07-25,106.90719401228398
ICICIBANK,2022-07-18,2022-07-25,226.79969927332513
SIEMENS,2022-07-18,2022-07-25,26.96332739869422
CUMMINSIND,2022-07-18,2022-07-25,215.08677435628215
AMBUJACEM,2022-07-11,2022-08-01,92.35654755148698
SBILIFE,2022-07-18,2022-08-01,501.4897348600334
BRITANNIA,2022-07-18,2022-08-01,8.088534613130832
NTPC,2022-07-25,2022-08-01,91.256015280268
SUNPHARMA,2022-07-25,2022-08-01,380.87384841185394
CIPLA,2022-07-25,2022-08-01,33.32123895582117
TVSMOTOR,2022-07-25,2022-08-01,85.3934215311765
GODREJCP,2022-07-25,2022-08-08,-78.81718272249964
M&M,2022-07-25,2022-08-08,203.56642097424083
BAJAJ-AUTO,2022-08-01,2022-08-08,60.37823688163007
CANBK,2022-08-01,2022-08-08,-91.83230240620105
EICHERMOT,2022-08-01,2022-08-08,-48.92136968329669
AXISBANK,2022-08-01,2022-08-08,-9.446248677671974
HINDUNILVR,2022-08-01,2022-08-08,-22.43638154842847
BANKBARODA,2022-08-01,2022-08-08,-20.293641490931805
SIEMENS,2022-08-01,2022-08-16,116.89276767987985
CUMMINSIND,2022-08-08,2022-08-16,267.62196331670384
SBILIFE,2022-08-08,2022-08-16,73.7415043275314
COALINDIA,2022-08-08,2022-08-16,333.6960138341865
ABB,2022-08-08,2022-08-16,97.43590001835037
LT,2022-08-08,2022-08-16,95.84015939514757
DMART,2022-08-08,2022-08-16,83.53780796777846
BRITANNIA,2022-08-08,2022-08-22,-57.00137933747328
TATACONSUM,2022-08-08,2022-08-22,-9.383509788032825
ADANIPORTS,2022-08-16,2022-08-22,466.3720800801684
HINDUNILVR,2022-08-16,2022-08-22,41.982311527303864
ASIANPAINT,2022-08-16,2022-08-22,-38.46635094078556
ITC,2022-08-16,2022-08-22,6.879289299980883
SBIN,2022-08-16,2022-08-22,-181.15810432831768
CIPLA,2022-08-16,2022-08-29,-173.08995120967938
BANKBARODA,2022-08-22,2022-08-29,143.14703586368887
INDIGO,2022-08-22,2022-08-29,-93.63179868700809
M&M,2022-08-22,2022-08-29,1.4578770374782835
JSWSTEEL,2022-08-22,2022-08-29,-93.34339881887445
TITAN,2022-08-22,2022-08-29,-2.1065118072019686
COALINDIA,2022-08-22,2022-08-29,106.01507270277034
CUMMINSIND,2022-08-22,2022-08-29,-254.1686332252675
TMPV,2022-08-22,2022-08-29,-229.79940537550465
ADANIPOWER,2022-08-29,2022-09-05,633.0386854017688
ASIANPAINT,2022-08-29,2022-09-05,148.0468457667398
ADANIPORTS,2022-08-29,2022-09-05,202.03232878383733
AMBUJACEM,2022-08-29,2022-09-05,223.69403311670158
BAJFINANCE,2022-08-29,2022-09-05,207.9215075223574
HINDUNILVR,2022-08-29,2022-09-05,56.34342196124453
HDFCBANK,2022-08-29,2022-09-05,134.3326758783378
PIDILITIND,2022-08-29,2022-09-05,510.9931152242998
SUNPHARMA,2022-08-08,2022-09-12,-179.0566792705431
EICHERMOT,2022-08-29,2022-09-12,164.78500001607017
RELIANCE,2022-09-05,2022-09-12,36.18898585418265
PFC,2022-09-05,2022-09-12,-15.490292490574575
POWERGRID,2022-09-05,2022-09-12,-75.25907701448432
SBILIFE,2022-09-05,2022-09-12,-12.44886053745904
CIPLA,2022-09-05,2022-09-12,191.22701891675388
BHARTIARTL,2022-09-05,2022-09-12,185.8888302006244
CUMMINSIND,2022-09-05,2022-09-12,18.067149505094676
INDIGO,2022-09-12,2022-09-19,-217.41927764892262
DMART,2022-09-12,2022-09-19,-134.47483390260004
TATACONSUM,2022-09-12,2022-09-19,-163.65645994554689
BRITANNIA,2022-09-12,2022-09-19,-36.4905328135751
ADANIPOWER,2022-09-12,2022-09-19,-207.35289217396894
PIDILITIND,2022-09-12,2022-09-19,-117.84233712398327
BAJAJ-AUTO,2022-09-05,2022-09-26,-413.3559272771281
NESTLEIND,2022-09-12,2022-09-26,-174.7593619474128
ABB,2022-09-12,2022-09-26,-235.57201556655536
M&M,2022-09-12,2022-09-26,-269.55048963643094
GODREJCP,2022-09-19,2022-09-26,-87.69637393891844
ASIANPAINT,2022-09-19,2022-09-26,19.297780053353563
IRFC,2022-09-19,2022-09-26,-201.2180276117242
TVSMOTOR,2022-09-19,2022-09-26,38.88959428728958
COALINDIA,2022-09-19,2022-09-26,-266.7440752539205
CANBK,2022-09-26,2022-10-03,-27.009829197288127
NTPC,2022-09-26,2022-10-03,-124.19211664908926
UNIONBANK,2022-09-26,2022-10-03,92.09248296716305
DLF,2022-09-26,2022-10-03,-159.11872653352657
CHOLAFIN,2022-09-26,2022-10-03,-14.802318876658319
SIEMENS,2022-09-26,2022-10-03,-78.94198112757067
BANKBARODA,2022-09-26,2022-10-03,40.652184936035155
KOTAKBANK,2022-09-26,2022-10-03,-115.87799348331828
BEL,2022-09-26,2022-10-10,-33.795989906823706
PNB,2022-09-26,2022-10-10,-283.24665548412486
AMBUJACEM,2022-10-03,2022-10-10,-28.741165629965508
COALINDIA,2022-10-03,2022-10-10,310.87232792910163
AXISBANK,2022-10-03,2022-10-10,81.2207579828937
ADANIENT,2022-10-03,2022-10-17,-258.9896924217537
ITC,2022-10-03,2022-10-17,-67.16265382730762
PIDILITIND,2022-10-03,2022-10-17,-118.5935797873899
EICHERMOT,2022-10-10,2022-10-17,-21.562742229965806
HINDUNILVR,2022-10-10,2022-10-17,-30.448827646372592
BRITANNIA,2022-10-10,2022-10-17,20.029616150729908
TATACONSUM,2022-10-10,2022-10-17,-94.55368549215564
M&M,2022-10-10,2022-10-17,-64.71577815832825
ADANIPORTS,2022-10-03,2022-10-24,-114.57179264962815
ASIANPAINT,2022-10-10,2022-10-24,-159.51555988938026
SBILIFE,2022-10-17,2022-10-24,327.23269733621964
BEL,2022-10-17,2022-10-24,174.7687794881831
AMBUJACEM,2022-10-17,2022-10-24,152.61252996294024
CUMMINSIND,2022-10-17,2022-10-24,102.89358607901431
TITAN,2022-10-17,2022-10-24,127.8568327239609
BANKBARODA,2022-10-17,2022-10-24,526.8676549439151
DMART,2022-10-17,2022-10-31,-1.5356612650421084
LT,2022-10-24,2022-10-31,127.64781081216006
GRASIM,2022-10-24,2022-10-31,-44.437583082092715
ZYDUSLIFE,2022-10-24,2022-10-31,181.18786345199987
HDFCBANK,2022-10-24,2022-10-31,24.400664683401374
ADANIPOWER,2022-10-17,2022-11-07,249.18852678508938
ABB,2022-10-24,2022-11-07,150.78250372068078
CHOLAFIN,2022-10-24,2022-11-07,304.7850654649392
BAJFINANCE,2022-10-24,2022-11-07,-80.84872719780833
BAJAJFINSV,2022-10-24,2022-11-07,262.8092546114385
PIDILITIND,2022-10-31,2022-11-07,130.08303026596877
HINDUNILVR,2022-10-31,2022-11-07,-65.16646590428172
BEL,2022-10-31,2022-11-07,139.40086748354133
ITC,2022-10-31,2022-11-07,66.81432263372972
APOLLOHOSP,2022-11-07,2022-11-14,11.013509766894458
AXISBANK,2022-11-07,2022-11-14,-192.3158931949165
DMART,2022-11-07,2022-11-14,-77.5280869075441
PNB,2022-11-07,2022-11-14,218.17661931010844
BANKBARODA,2022-11-07,2022-11-14,74.08971703320822
BHARTIARTL,2022-11-07,2022-11-14,-30.641406142643064
TVSMOTOR,2022-10-31,2022-11-21,-285.7522145111707
CIPLA,2022-11-07,2022-11-21,-199.55310437199842
TITAN,2022-11-14,2022-11-21,-249.9458919999115
CHOLAFIN,2022-11-14,2022-11-21,36.98288723969017
SUNPHARMA,2022-11-14,2022-11-21,-115.5275140366839
ABB,2022-11-14,2022-11-21,-87.13849090510757
EICHERMOT,2022-11-07,2022-11-28,-297.4276418056288
M&M,2022-11-14,2022-11-28,-217.9879437967693
NTPC,2022-11-14,2022-11-28,-114.26544827939506
ZYDUSLIFE,2022-11-14,2022-11-28,-294.7755360489791
COALINDIA,2022-11-21,2022-11-28,-2.5929992494429825
ITC,2022-11-21,2022-11-28,-23.9357401349489
BAJFINANCE,2022-11-21,2022-11-28,-53.092609822454506
BAJAJFINSV,2022-11-21,2022-11-28,-109.93864235494311
ADANIPOWER,2022-11-21,2022-12-05,-211.9266677380774
SIEMENS,2022-11-21,2022-12-05,-90.74386335362624
HINDZINC,2022-11-28,2022-12-05,123.15866828101207
SOLARINDS,2022-11-28,2022-12-05,322.4628518897189
TVSMOTOR,2022-11-28,2022-12-05,39.06977024140269
ADANIENT,2022-11-28,2022-12-05,-2.9556523371329604
NESTLEIND,2022-11-28,2022-12-05,22.08885658827694
AMBUJACEM,2022-11-28,2022-12-05,113.97743571877254
KOTAKBANK,2022-11-28,2022-12-05,34.06842297485491
ABB,2022-12-05,2022-12-12,-24.550279949607102
EICHERMOT,2022-12-05,2022-12-12,-17.109495664284168
CANBK,2022-12-05,2022-12-12,-63.77942156969311
COALINDIA,2022-12-05,2022-12-12,2.230726507997133
CGPOWER,2022-12-05,2022-12-12,-59.10328271342314
VEDL,2022-12-05,2022-12-12,-152.88177978973363
BEL,2022-12-05,2022-12-12,-55.84807031395303
ITC,2022-12-05,2022-12-12,14.748728783314618
HDFCBANK,2022-12-05,2022-12-12,8.583248800170622
IRFC,2022-12-12,2022-12-19,187.03292488512216
SUNPHARMA,2022-12-12,2022-12-19,-73.36104922224877
INFY,2022-12-12,2022-12-19,-161.45836011000847
RELIANCE,2022-12-12,2022-12-19,-43.66536159700718
APOLLOHOSP,2022-12-12,2022-12-19,-112.522399941402
JINDALSTEL,2022-12-12,2022-12-19,-27.993353257667877
MAXHEALTH,2022-12-12,2022-12-19,-85.67160843484635
ADANIPOWER,2022-12-12,2022-12-19,-140.33444435305137
BAJAJFINSV,2022-12-12,2022-12-19,-9.377380053865636
CUMMINSIND,2022-12-19,2022-12-26,-243.53058364562594
BEL,2022-12-19,2022-12-26,-188.9292863363371
HAL,2022-12-19,2022-12-26,-347.28815497250525
PIDILITIND,2022-12-19,2022-12-26,-259.3597114341719
TITAN,2022-12-19,2022-12-26,-27.819650799741794
ABB,2022-12-19,2022-12-26,-178.5979856161257
ADANIPORTS,2022-12-19,2022-12-26,-411.6674417370823
UNITDSPR,2022-12-19,2022-12-26,-188.7238548248024
MAZDOCK,2022-12-12,2023-01-02,-523.210900717836
AMBUJACEM,2022-12-19,2023-01-02,-308.34283907452664
UNIONBANK,2022-12-26,2023-01-02,866.3126249155757
IRFC,2022-12-26,2023-01-02,749.0029171240112
PNB,2022-12-26,2023-01-02,671.6386833204606
CGPOWER,2022-12-26,2023-01-02,264.45747924585976
INDHOTEL,2022-12-26,2023-01-02,325.7342041539023
ADANIENT,2022-12-26,2023-01-02,185.20319871304218
HDFCAMC,2022-12-26,2023-01-02,205.8995446917952
BANKBARODA,2022-12-26,2023-01-02,471.28309498962335
CIPLA,2023-01-02,2023-01-09,-31.252592975805783
NESTLEIND,2023-01-02,2023-01-09,42.69950655446701
HINDUNILVR,2023-01-02,2023-01-09,-6.829997939616987
CUMMINSIND,2023-01-02,2023-01-09,154.89995367754636
TORNTPHARM,2023-01-02,2023-01-09,-60.049579819925384
BRITANNIA,2023-01-02,2023-01-09,-34.37488738938828
SUNPHARMA,2023-01-02,2023-01-09,30.78903888136847
GODREJCP,2023-01-02,2023-01-09,213.61312106461992
APOLLOHOSP,2023-01-02,2023-01-16,-158.3791830414666
SHRIRAMFIN,2023-01-09,2023-01-16,-85.09138115244059
JSWSTEEL,2023-01-09,2023-01-16,185.83710332612554
COALINDIA,2023-01-09,2023-01-16,-34.921065479152276
CANBK,2023-01-09,2023-01-16,-22.148658394601625
GRASIM,2023-01-09,2023-01-16,-131.80926262419052
INDHOTEL,2023-01-09,2023-01-16,-75.61826200515134
ICICIBANK,2023-01-09,2023-01-16,-20.116292206930666
TITAN,2023-01-09,2023-01-16,-240.78096866487977
VBL,2023-01-16,2023-01-23,387.60638555662354
BHARTIARTL,2023-01-16,2023-01-23,-28.104784702225516
PFC,2023-01-16,2023-01-23,-123.01647139669149
MAZDOCK,2023-01-16,2023-01-23,-105.53203117692374
EICHERMOT,2023-01-16,2023-01-23,-18.52651003116989
UNIONBANK,2023-01-16,2023-01-23,202.28053039775568
ITC,2023-01-16,2023-01-23,51.967033713230194
HAL,2023-01-16,2023-01-23,119.0617605952566
TVSMOTOR,2023-01-09,2023-01-30,69.1142795981832
ADANIENT,2023-01-16,2023-01-30,-899.8674643366198
HDFCAMC,2023-01-23,2023-01-30,-359.1505739228851
INDHOTEL,2023-01-23,2023-01-30,-174.9154064187178
JSWSTEEL,2023-01-23,2023-01-30,-125.40186931405333
NESTLEIND,2023-01-23,2023-01-30,-53.242009510840944
MAXHEALTH,2023-01-23,2023-01-30,135.5218808673244
HINDUNILVR,2023-01-23,2023-01-30,62.24675878260041
DLF,2023-01-23,2023-01-30,-236.26646652512682
BANKBARODA,2023-01-23,2023-02-06,-470.6947308695808
PFC,2023-01-30,2023-02-06,161.21853005856792
PNB,2023-01-30,2023-02-06,43.49488237004243
HINDZINC,2023-01-30,2023-02-06,-7.888431417887659
CANBK,2023-01-30,2023-02-06,65.24136858239126
UNIONBANK,2023-01-30,2023-02-06,-30.87644111641748
SBIN,2023-01-30,2023-02-06,168.48254701037513
BEL,2023-01-30,2023-02-06,-7.172171775438983
RECLTD,2023-01-30,2023-02-06,144.04011618668937
VBL,2023-02-06,2023-02-13,504.5074100502334
HAL,2023-02-06,2023-02-13,72.788829626189
MAXHEALTH,2023-02-06,2023-02-13,22.628829558496363
COALINDIA,2023-02-06,2023-02-13,-222.56816153136424
BAJAJ-AUTO,2023-02-06,2023-02-13,-27.881201039127973
TVSMOTOR,2023-02-06,2023-02-13,173.52441540935615
VEDL,2023-02-06,2023-02-13,-93.96624653641175
ONGC,2023-02-06,2023-02-13,174.24833334978302
SOLARINDS,2023-02-06,2023-02-20,100.58221261022663
HINDALCO,2023-02-06,2023-02-20,-334.65033018237045
TATASTEEL,2023-02-13,2023-02-20,132.70942917135926
EICHERMOT,2023-02-13,2023-02-20,45.29946931695031
BHARTIARTL,2023-02-13,2023-02-20,25.91107897689926
HINDUNILVR,2023-02-13,2023-02-20,-121.37876629898346
HCLTECH,2023-02-13,2023-02-20,-81.57312308857672
HINDZINC,2023-02-13,2023-02-27,-216.25212645951797
IRFC,2023-02-13,2023-02-27,-407.2217680099293
INDIGO,2023-02-13,2023-02-27,-438.3488195197556
CGPOWER,2023-02-20,2023-02-27,-126.1656193064673
SUNPHARMA,2023-02-20,2023-02-27,-134.88508945620288
INDHOTEL,2023-02-20,2023-02-27,-176.38534986505874
BRITANNIA,2023-02-20,2023-02-27,-141.5634009716141
UNIONBANK,2023-02-20,2023-03-06,183.4326369621731
PNB,2023-02-20,2023-03-06,205.1059290860985
CANBK,2023-02-27,2023-03-06,633.2888362832946
BANKBARODA,2023-02-27,2023-03-06,589.9116416515753
MAZDOCK,2023-02-27,2023-03-06,165.07540291772057
JSWSTEEL,2023-02-27,2023-03-06,-43.14835115458118
SOLARINDS,2023-02-27,2023-03-06,-32.973852410225845
JINDALSTEL,2023-02-27,2023-03-06,244.8509447078668
M&M,2023-02-27,2023-03-06,-39.377592300851575
VEDL,2023-02-27,2023-03-13,-311.8165261169679
CGPOWER,2023-03-06,2023-03-13,-107.94347179544457
TVSMOTOR,2023-03-06,2023-03-13,-65.62118756234122
SIEMENS,2023-03-06,2023-03-13,113.16839094827355
TATASTEEL,2023-03-06,2023-03-13,-1.49734925919347
TCS,2023-03-06,2023-03-13,-58.967148679330876
LTM,2023-03-06,2023-03-20,-235.57666079658793
TECHM,2023-03-06,2023-03-20,144.46096845649936
HINDZINC,2023-03-06,2023-03-20,34.58865450252142
APOLLOHOSP,2023-03-06,2023-03-20,-128.38570259324388
SOLARINDS,2023-03-13,2023-03-20,89.96893523279505
BRITANNIA,2023-03-13,2023-03-20,21.36165143056678
SUNPHARMA,2023-03-13,2023-03-20,-61.54313851176266
IRFC,2023-03-13,2023-03-27,-327.4180883021045
UNIONBANK,2023-03-20,2023-03-27,-144.75026675729077
CANBK,2023-03-20,2023-03-27,-133.20089961147005
BANKBARODA,2023-03-20,2023-03-27,-44.77010254768993
RECLTD,2023-03-20,2023-03-27,-202.6851583104899
ITC,2023-03-20,2023-03-27,26.969346573312578
MAZDOCK,2023-03-20,2023-04-03,-22.35924404438265
PFC,2023-03-20,2023-04-03,-94.95866473450678
PNB,2023-03-20,2023-04-03,-149.13181106778484
HAL,2023-03-27,2023-04-03,431.7893207062207
GAIL,2023-03-27,2023-04-03,97.1016316055111
HCLTECH,2023-03-27,2023-04-03,112.58097443273255
CHOLAFIN,2023-03-27,2023-04-03,208.7772684707661
BRITANNIA,2023-03-27,2023-04-03,85.93939700850842
CUMMINSIND,2023-03-27,2023-04-03,11.612827698380897
LT,2023-04-03,2023-04-10,175.03247246541468
RECLTD,2023-04-03,2023-04-10,94.47934355400139
ONGC,2023-04-03,2023-04-10,-167.0483817871991
SOLARINDS,2023-04-03,2023-04-10,-55.94527177093505
IRFC,2023-04-03,2023-04-10,109.18405856199297
JINDALSTEL,2023-03-27,2023-04-17,227.9668751950012
MAXHEALTH,2023-04-03,2023-04-17,406.84725668395185
IOC,2023-04-03,2023-04-17,-41.504408660767695
BPCL,2023-04-03,2023-04-17,-127.76924831731776
HINDZINC,2023-04-10,2023-04-17,104.23294285607335
CGPOWER,2023-04-10,2023-04-17,121.89437947460556
GODREJCP,2023-04-10,2023-04-17,-31.564777451924783
GAIL,2023-04-10,2023-04-17,68.97142649929629
CUMMINSIND,2023-04-10,2023-04-24,-181.61435106955014
ABB,2023-04-17,2023-04-24,-114.77985481227734
LTM,2023-04-17,2023-04-24,-317.279743457957
VBL,2023-04-17,2023-04-24,-158.1137194124558
TECHM,2023-04-17,2023-04-24,-202.44615903728936
BRITANNIA,2023-04-17,2023-04-24,15.70435619325508
HCLTECH,2023-04-17,2023-05-02,7.203173315282584
NTPC,2023-04-17,2023-05-02,-29.209656360597364
TVSMOTOR,2023-04-24,2023-05-02,199.1832208728838
MAXHEALTH,2023-04-24,2023-05-02,44.79108855212144
PFC,2023-04-24,2023-05-02,434.590738422271
GRASIM,2023-04-24,2023-05-02,137.5601517365276
SIEMENS,2023-04-24,2023-05-02,182.1146762299577
LT,2023-04-24,2023-05-02,271.09806497324644
HINDZINC,2023-05-02,2023-05-08,-109.04894899904411
TRENT,2023-05-02,2023-05-08,120.96792511686817
SOLARINDS,2023-05-02,2023-05-08,-97.13918240468911
ONGC,2023-05-02,2023-05-08,-11.80939463703271
BEL,2023-05-02,2023-05-08,80.59075968703019
GODREJCP,2023-05-02,2023-05-15,416.64455836032084
SHRIRAMFIN,2023-05-02,2023-05-15,-22.747723428382415
GAIL,2023-05-02,2023-05-15,-38.73205080000025
AXISBANK,2023-05-02,2023-05-15,205.43163477412236
SUNPHARMA,2023-05-02,2023-05-15,-209.67966769815303
HDFCBANK,2023-05-08,2023-05-15,74.13223112508786
HCLTECH,2023-05-08,2023-05-15,166.0657303137732
VBL,2023-05-08,2023-05-15,324.8120157221747
TMPV,2023-05-08,2023-05-15,443.1429876525108
BANKBARODA,2023-05-08,2023-05-22,-99.25010676056263
DRREDDY,2023-05-15,2023-05-22,-111.93171746021017
PNB,2023-05-15,2023-05-22,114.31001783578176
CANBK,2023-05-15,2023-05-22,-39.1416431939997
LT,2023-05-15,2023-05-22,-96.36017883556724
ETERNAL,2023-05-15,2023-05-22,191.66115809249732
JSWSTEEL,2023-05-15,2023-05-22,-105.8358717552619
IRFC,2023-05-15,2023-05-22,-47.38153750465335
MAZDOCK,2023-05-15,2023-05-22,49.10798336017524
UNIONBANK,2023-05-15,2023-05-29,-108.36901069505984
JINDALSTEL,2023-05-22,2023-05-29,42.07210987608141
APOLLOHOSP,2023-05-22,2023-05-29,140.08147435199498
POWERGRID,2023-05-22,2023-05-29,42.23759740359219
ZYDUSLIFE,2023-05-22,2023-05-29,225.00745066076342
GAIL,2023-05-22,2023-05-29,59.61351633032973
TATACONSUM,2023-05-22,2023-05-29,139.93067140261974
TITAN,2023-05-22,2023-05-29,47.8777824012177
SIEMENS,2023-05-22,2023-06-05,-78.48521970542333
IRFC,2023-05-29,2023-06-05,-74.01853464231954
GRASIM,2023-05-29,2023-06-05,54.5955021520158
HDFCBANK,2023-05-29,2023-06-05,-78.47404410049148
HAL,2023-05-29,2023-06-05,176.99453484830428
TMPV,2023-05-29,2023-06-05,101.6164129316403
MAZDOCK,2023-05-29,2023-06-05,469.7784562263705
MAXHEALTH,2023-05-29,2023-06-12,255.56622576866994
ONGC,2023-05-29,2023-06-12,-213.64459315057138
ICICIBANK,2023-05-29,2023-06-12,-115.15735579890952
COALINDIA,2023-06-05,2023-06-12,-93.17953401620343
GAIL,2023-06-05,2023-06-12,-39.42878012999972
CGPOWER,2023-06-05,2023-06-12,-22.37725815916201
BPCL,2023-06-05,2023-06-12,-33.31128236969835
CHOLAFIN,2023-06-05,2023-06-12,93.57005338577619
POWERGRID,2023-06-05,2023-06-12,159.2393335653769
VBL,2023-06-12,2023-06-19,158.1202368219674
TECHM,2023-06-12,2023-06-19,26.431244004690598
LTM,2023-06-12,2023-06-19,151.27166550587663
INDHOTEL,2023-06-12,2023-06-19,282.07154578021346
GODREJCP,2023-06-12,2023-06-19,138.83563739950387
DIVISLAB,2023-06-12,2023-06-19,242.39210845216394
HINDUNILVR,2023-06-12,2023-06-19,75.50042378576381
EICHERMOT,2023-06-12,2023-06-26,-76.06856889068104
KOTAKBANK,2023-06-12,2023-06-26,-167.66795620998346
ETERNAL,2023-06-19,2023-06-26,-74.76495108272957
CANBK,2023-06-19,2023-06-26,-180.77605319226586
BAJAJ-AUTO,2023-06-19,2023-06-26,-55.75277369707601
SBIN,2023-06-19,2023-06-26,-192.24124748446502
INDIGO,2023-06-19,2023-06-26,-22.607016436835693
SHRIRAMFIN,2023-06-19,2023-06-26,702.7705316518104
UNIONBANK,2023-06-19,2023-06-26,-207.7075907419685
PFC,2023-06-19,2023-06-26,50.635851782743885
VBL,2023-06-26,2023-07-03,202.301378143914
INDHOTEL,2023-06-26,2023-07-03,177.78481977132378
HAL,2023-06-26,2023-07-03,209.7133711995748
TATASTEEL,2023-06-26,2023-07-03,97.52409753074335
DLF,2023-06-26,2023-07-03,150.30644482072148
BEL,2023-06-26,2023-07-03,194.57779282911088
JSWSTEEL,2023-06-26,2023-07-03,228.06151020867583
BPCL,2023-06-26,2023-07-10,427.5373979109909
GRASIM,2023-06-26,2023-07-10,78.64484353583975
BANKBARODA,2023-07-03,2023-07-10,503.19032287205755
PIDILITIND,2023-07-03,2023-07-10,-12.532468057058395
IOC,2023-07-03,2023-07-10,559.6910478671625
IRFC,2023-07-03,2023-07-10,30.434273813491018
JINDALSTEL,2023-07-03,2023-07-10,228.8605030810213
TVSMOTOR,2023-07-03,2023-07-10,-70.61316156927569
CANBK,2023-07-03,2023-07-10,582.234632185824
ETERNAL,2023-07-03,2023-07-17,555.0736607930658
TRENT,2023-07-10,2023-07-17,-101.69283136445483
TATACONSUM,2023-07-10,2023-07-17,54.20301285251662
INDHOTEL,2023-07-10,2023-07-17,67.5280119844083
CUMMINSIND,2023-07-10,2023-07-17,13.840597128204536
HDFCBANK,2023-07-10,2023-07-17,-78.89974192070076
HCLTECH,2023-07-10,2023-07-17,-80.58917521159492
SIEMENS,2023-07-10,2023-07-17,-7.602471954576231
DMART,2023-07-10,2023-07-17,-45.141350874471755
HDFCAMC,2023-07-10,2023-07-17,302.08914173740595
POWERGRID,2023-07-17,2023-07-24,-2.9891043464558607
BANKBARODA,2023-07-17,2023-07-24,-60.475926877202255
RECLTD,2023-07-17,2023-07-24,49.2986493194112
TATAPOWER,2023-07-17,2023-07-24,-140.93126041687628
BPCL,2023-07-17,2023-07-24,124.45792426160733
IOC,2023-07-17,2023-07-24,109.05154891377151
NTPC,2023-07-17,2023-07-24,183.7468820861859
HINDZINC,2023-07-17,2023-07-31,-170.1584781952888
TCS,2023-07-24,2023-07-31,-46.77283321175082
VBL,2023-07-24,2023-07-31,-20.794093289076955
LTM,2023-07-24,2023-07-31,-118.8992161176111
HDFCLIFE,2023-07-24,2023-07-31,-55.1397272720551
ABB,2023-07-24,2023-07-31,221.15384875325526
TITAN,2023-07-24,2023-07-31,-96.96584688465464
HINDALCO,2023-07-24,2023-07-31,224.5706851352743
HINDUNILVR,2023-07-24,2023-07-31,-95.70347372808465
HCLTECH,2023-07-24,2023-07-31,-99.45445981355897
TECHM,2023-07-31,2023-08-07,385.08629839605055
ITC,2023-07-31,2023-08-07,-234.98098813477463
KOTAKBANK,2023-07-31,2023-08-07,-108.20723630958673
BPCL,2023-07-31,2023-08-07,-218.15746230750028
IOC,2023-07-31,2023-08-07,-268.61127157134615
M&M,2023-07-31,2023-08-07,7.826928204629439
ASIANPAINT,2023-07-31,2023-08-07,-37.09799935951514
BAJFINANCE,2023-07-31,2023-08-07,-186.84405756908473
UNITDSPR,2023-07-31,2023-08-07,-107.18659859984746
BAJAJFINSV,2023-07-31,2023-08-14,-244.73908189612393
APOLLOHOSP,2023-08-07,2023-08-14,-154.0210969801101
BANKBARODA,2023-08-07,2023-08-14,73.49724924203565
HDFCAMC,2023-08-07,2023-08-14,218.0258028060316
LODHA,2023-08-07,2023-08-14,-116.84240793504614
DLF,2023-08-07,2023-08-14,-195.94144015591883
MAXHEALTH,2023-08-07,2023-08-21,-198.7802115774739
CUMMINSIND,2023-08-07,2023-08-21,-146.42125671194117
MAZDOCK,2023-08-07,2023-08-21,-51.78439203271137
BRITANNIA,2023-08-14,2023-08-21,1.1613301112929548
ASIANPAINT,2023-08-14,2023-08-21,-54.77866970095147
TORNTPHARM,2023-08-14,2023-08-21,-60.11152676650545
AMBUJACEM,2023-08-14,2023-08-21,5.393662687631149
SIEMENS,2023-08-14,2023-08-21,-64.74292811394753
NESTLEIND,2023-08-14,2023-08-21,-42.48250635779095
CHOLAFIN,2023-08-07,2023-08-28,-36.02987359187955
MUTHOOTFIN,2023-08-21,2023-08-28,79.06462778901641
HINDALCO,2023-08-21,2023-08-28,57.702281205682084
JSWSTEEL,2023-08-21,2023-08-28,-161.62035295468468
JINDALSTEL,2023-08-21,2023-08-28,-122.25152940350927
ETERNAL,2023-08-21,2023-08-28,316.00296339079523
ABB,2023-08-21,2023-08-28,-72.90295259539107
GAIL,2023-08-21,2023-08-28,140.93150116993274
BAJFINANCE,2023-08-21,2023-08-28,299.6053306670592
LODHA,2023-08-28,2023-09-04,168.70814881809383
ADANIPORTS,2023-08-28,2023-09-04,-99.07912114886767
CGPOWER,2023-08-28,2023-09-04,51.45304870488326
VBL,2023-08-28,2023-09-04,251.60228791047484
SUNPHARMA,2023-08-28,2023-09-04,-19.656691748534286
M&M,2023-08-28,2023-09-04,197.93796858181668
UNIONBANK,2023-08-28,2023-09-11,-126.70730953038947
RELIANCE,2023-08-28,2023-09-11,-76.7251366970404
ZYDUSLIFE,2023-08-28,2023-09-11,-30.477489130463255
TORNTPHARM,2023-08-28,2023-09-11,-234.67353205606742
PFC,2023-09-04,2023-09-11,1098.5341601657692
DRREDDY,2023-09-04,2023-09-11,-29.533584067738957
IOC,2023-09-04,2023-09-11,367.5500286768802
GODREJCP,2023-09-04,2023-09-11,20.651043204108646
